,DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location,year,age
1095,1133661-DCA,Business,12/31/2023,Active,03/26/2003,Tobacco Retail Dealer,"NAN BEI GROCERY, INC.",LILL'S PLACE,8040,BAXTER AVE,,ELMHURST,NY,11373,718-533-6675,Queens,4.0,404.0,25.0,4037274.0,4015080001.0,QN29,26902.0,,-73.88453761505234,40.74476313486113,"(40.74476313486113, -73.88453761505234)",2003,21
1096,2038933-1-DCA,Business,12/31/2023,Active,06/10/2016,Tobacco Retail Dealer,RIVERDALE GOURMET INC.,,3543,RIVERDALE AVE,,BRONX,NY,10463,718-432-3015,Bronx,2.0,208.0,11.0,2084137.0,2057910404.0,BX29,295.0,,-73.90700044479968,40.88611189067139,"(40.88611189067139, -73.90700044479968)",2016,8
1097,1346147-DCA,Business,12/31/2023,Active,03/01/2010,Tobacco Retail Dealer,BJ NEWSSTAND INC.,,670,LEXINGTON AVE,,NEW YORK,NY,10022,212-355-4649,Manhattan,1.0,105.0,4.0,1036528.0,1013100059.0,MN19,100.0,,-73.96979761947281,40.76003118189605,"(40.76003118189605, -73.96979761947281)",2010,14
1098,1045085-DCA,Business,12/31/2023,Active,04/24/2012,Tobacco Retail Dealer,"SAFAN DELI, INC.",,1675,BEDFORD AVE,,BROOKLYN,NY,11225,347-842-5851,Brooklyn,3.0,309.0,35.0,3034360.0,3013040018.0,BK63,323.0,,-73.95690712544639,40.66556061513149,"(40.66556061513149, -73.95690712544639)",2012,12
1099,1052001-DCA,Business,12/31/2023,Active,11/15/2000,Tobacco Retail Dealer,"ALANISSI, MAHONEY R",CROSS BAY GROCERY,913,CROSS BAY BLVD,,BROAD CHANNEL,NY,11693,718-634-4457,Queens,4.0,414.0,32.0,4315080.0,4153140010.0,QN10,107201.0,,-73.81955582008162,40.60629609303572,"(40.60629609303572, -73.81955582008162)",2000,24
1100,2033239-1-DCA,Business,12/31/2023,Active,02/11/2016,Tobacco Retail Dealer,RANA GAS CORP,,784,JAMAICA AVE,,BROOKLYN,NY,11208,718-235-7300,Brooklyn,3.0,305.0,37.0,3090873.0,3041040034.0,BK83,117602.0,,-73.87592705514874,40.68844536779029,"(40.68844536779029, -73.87592705514874)",2016,8
1101,2066794-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,BEACH CHANNEL NY INC,,1346,BEACH CHANNEL DR,,FAR ROCKAWAY,NY,11691,718-868-8400,Queens,4.0,414.0,31.0,4297841.0,4155270001.0,QN15,103201.0,,-73.75463961917784,40.60655462657996,"(40.60655462657996, -73.75463961917784)",2018,6
1102,2007230-1553-DCA,Business,12/31/2023,Active,04/30/2014,Tobacco Retail Dealer,PAL DELI AND GROCERY INC,,3438,E TREMONT AVE,,BRONX,NY,10465,718-918-1413,Bronx,2.0,210.0,13.0,2079384.0,2055310013.0,BX52,166.0,,-73.82777779785181,40.83246344419768,"(40.83246344419768, -73.82777779785181)",2014,10
1103,1300205-DCA,Business,12/31/2023,Active,09/23/2008,Tobacco Retail Dealer,"AUSTIN MINI MART, INC.",,126,AVENUE O,,BROOKLYN,NY,11204,718-621-3556,Brooklyn,3.0,311.0,44.0,3174339.0,3066000008.0,BK29,432.0,,-73.98039276785225,40.61059992104528,"(40.61059992104528, -73.98039276785225)",2008,16
1104,1365033-DCA,Business,12/31/2023,Active,11/30/2010,Tobacco Retail Dealer,"AHMAD, MIRZA",,S/W/C,BROADWAY,WEST  158 STREET,NEW YORK,NY,10032,2122033197,Manhattan,1.0,112.0,7.0,,,,,,-73.94442409614045,40.83468109416006,"(40.83468109416006, -73.94442409614045)",2010,14
1105,2008149-1763-DCA,Business,12/31/2023,Active,05/15/2014,Tobacco Retail Dealer,SAIF DELI GROCERY CORP I,,1202,BAY RIDGE AVE,,BROOKLYN,NY,11219,718-833-3003,Brooklyn,3.0,310.0,43.0,3156434.0,3061550008.0,BK30,196.0,,-74.00573860577384,40.62480849602973,"(40.62480849602973, -74.00573860577384)",2014,10
1106,1223549-DCA,Business,12/31/2023,Active,04/12/2006,Tobacco Retail Dealer,ALANIS DELI GROCERY CORP.,,2563,GRAND CONCOURSE,,BRONX,NY,10468,718-220-0387,Bronx,2.0,207.0,14.0,,,BX05,401.0,,-73.8961604019959,40.86375260524787,"(40.86375260524787, -73.8961604019959)",2006,18
1107,1215903-DCA,Business,12/31/2023,Active,12/12/2005,Tobacco Retail Dealer,A AND T GROCERY INC.,,2906,STILLWELL AVE,,BROOKLYN,NY,11224,718-946-3289,Brooklyn,3.0,313.0,47.0,3189605.0,3070640007.0,BK21,348.0,,-73.98150785428699,40.57670732673032,"(40.576707326730315, -73.98150785428699)",2005,19
1108,1042281-DCA,Business,12/31/2023,Active,10/13/2000,Tobacco Retail Dealer,HY-JOE TOBACCO & GROCERY CO. INC,,1441,HYLAN BLVD,,STATEN ISLAND,NY,10305,718-667-4042,Staten Island,5.0,502.0,50.0,5130488.0,5033260054.0,SI36,9601.0,,-74.08698535908077,40.59321880967244,"(40.593218809672436, -74.08698535908077)",2000,24
1109,2045154-1-DCA,Business,12/31/2023,Active,10/31/2016,Tobacco Retail Dealer,GREEN LEAF DELI INC,,574,AMSTERDAM AVE,,NEW YORK,NY,10024,212-799-4900,Manhattan,1.0,107.0,6.0,1033215.0,1012350036.0,MN12,175.0,,-73.97418307049583,40.7888410171247,"(40.7888410171247, -73.97418307049583)",2016,8
1110,1417417-DCA,Business,12/31/2023,Active,01/12/2012,Tobacco Retail Dealer,SMALL SHOP & STOP INC,,127,E 39TH ST,,NEW YORK,NY,10016,212-949-1930,Manhattan,1.0,106.0,4.0,1019468.0,1008950019.0,MN20,80.0,,-73.97765942584519,40.7496441117157,"(40.7496441117157, -73.97765942584519)",2012,12
1111,2097288-1-DCA,Business,12/31/2023,Active,12/23/2020,Tobacco Retail Dealer,SEVEN DAYS FOOD STORE INC,,9083,SUTPHIN BLVD,,JAMAICA,NY,11435,718-883-1334,Queens,4.0,412.0,27.0,4448831.0,4099940038.0,,,,-73.80790818050254,40.70167232105454,"(40.70167232105454, -73.80790818050254)",2020,4
1112,1427171-DCA,Business,12/31/2023,Active,04/30/2012,Tobacco Retail Dealer,THE SANDWICH SPOT DELI CORP.,,1075,FLATBUSH AVE,,BROOKLYN,NY,11226,718-282-7031,Brooklyn,3.0,314.0,40.0,3118907.0,3051650086.0,BK95,792.0,,-73.95794416299461,40.64441245642788,"(40.64441245642788, -73.95794416299461)",2012,12
1113,1158019-DCA,Business,12/31/2023,Active,12/31/2004,Tobacco Retail Dealer,"NUNEZ, GERARDO",GERARDO GROCERY,2856,VALENTINE AVE,,BRONX,NY,10458,718-329-5493,Bronx,2.0,207.0,15.0,2094736.0,2033020001.0,BX05,40702.0,,-73.88943670996565,40.86977646027715,"(40.86977646027715, -73.88943670996565)",2004,20
1114,2066643-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,"SHEN, XIAOHONG & LIU, JUN",,4233,COLLEGE POINT BLVD,,FLUSHING,NY,11355,718-359-1364,Queens,4.0,407.0,20.0,4115048.0,4051010001.0,QN22,849.0,,-73.83304697497216,40.75450151833829,"(40.754501518338294, -73.83304697497216)",2018,6
1115,1181355-DCA,Business,12/31/2023,Active,09/29/2004,Tobacco Retail Dealer,"SALEH, SALAH A.A.",HUGHES AVENUE FOOD MARKET,2315,HUGHES AVE,,BRONX,NY,10458,718-741-3422,Bronx,2.0,206.0,15.0,2012110.0,2030720016.0,BX06,391.0,,-73.88764893668697,40.85362491438916,"(40.85362491438916, -73.88764893668697)",2004,20
1116,2012542-1-DCA,Business,12/31/2023,Active,08/27/2014,Tobacco Retail Dealer,THE CHICKEN DELI GROCERY CORP,,555,E 180TH ST,,BRONX,NY,10457,718-367-3815,Bronx,2.0,206.0,15.0,2011853.0,2030620015.0,BX17,37504.0,,-73.89332578550092,40.85035038049637,"(40.85035038049637, -73.89332578550092)",2014,10
1117,2034929-1-DCA,Business,12/31/2023,Active,03/24/2016,Tobacco Retail Dealer,BREWER BLVD INC,,14555,GUY R BREWER BLVD,,JAMAICA,NY,11434,718-949-0967,Queens,4.0,413.0,31.0,4285493.0,4133130040.0,QN03,306.0,,-73.76889155782453,40.66448839960078,"(40.66448839960078, -73.76889155782453)",2016,8
1118,2105837-1-DCA,Business,12/31/2023,Active,05/09/2022,Tobacco Retail Dealer,"VARGAS II FRUITS, DELI & GROCERY CORP",,774,BURKE AVE,,BRONX,NY,10467,,Bronx,2.0,212.0,12.0,2055643.0,2045710025.0,,,,-73.86412379014003,40.8713797809904,"(40.871379780990395, -73.86412379014003)",2022,2
1119,2037466-1-DCA,Business,12/31/2023,Active,05/11/2016,Tobacco Retail Dealer,"VADHAN, ARUN",,S/E/C,3 AVENUE,EAST   40 STREET,NEW YORK,NY,10016,3479896104,Manhattan,1.0,106.0,4.0,,,,,,-73.9753821176979,40.74948445212453,"(40.749484452124534, -73.9753821176979)",2016,8
1120,2077259-1-DCA,Business,12/31/2023,Active,08/21/2018,Tobacco Retail Dealer,POLLO LICEY FOOD MARKET CORP,,200,JAMAICA AVE,,BROOKLYN,NY,11207,718-235-7899,Brooklyn,3.0,305.0,37.0,3342632.0,3039170007.0,BK83,1146.0,,-73.89268188992662,40.68038983300531,"(40.68038983300531, -73.89268188992662)",2018,6
1121,2043923-1-DCA,Business,12/31/2023,Active,09/20/2016,Tobacco Retail Dealer,97 TOBACCO SHOP INC.,,2578,BROADWAY,,NEW YORK,NY,10025,718-795-5658,Manhattan,1.0,107.0,7.0,1075313.0,1018697501.0,MN12,183.0,,-73.97117924529954,40.79545785031601,"(40.79545785031601, -73.97117924529954)",2016,8
1122,1377891-DCA,Business,12/31/2023,Active,11/30/2010,Tobacco Retail Dealer,"NORTHERN STAR AT 34, INC",7 ELEVEN STORE #39222A,3417,NORTHERN BLVD,,LONG IS CITY,NY,11101,718-784-4598,Queens,4.0,401.0,26.0,4004572.0,4003790001.0,QN68,31.0,,-73.92988633979485,40.752026593484,"(40.752026593484, -73.92988633979485)",2010,14
1123,1219653-DCA,Business,12/31/2023,Active,02/22/2006,Tobacco Retail Dealer,F & K FOOD CENTER CORP.,,2837,GRAND CONCOURSE,,BRONX,NY,10468,718-933-2676,Bronx,2.0,207.0,14.0,2017462.0,2033150051.0,BX28,40303.0,,-73.89134195938513,40.86990178138413,"(40.86990178138413, -73.89134195938513)",2006,18
1124,1255017-DCA,Business,12/31/2023,Active,05/10/2007,Tobacco Retail Dealer,JAGAT ISLAND CORP,,239,UNION AVE,,BROOKLYN,NY,11211,646-330-08,Brooklyn,3.0,301.0,34.0,3063392.0,3024390012.0,BK73,527.0,,-73.95056437144025,40.70754483184927,"(40.70754483184927, -73.95056437144025)",2007,17
1125,1437383-DCA,Business,12/31/2023,Active,07/12/2012,Tobacco Retail Dealer,2965 GAS CORP.,,2965,86TH ST,,BROOKLYN,NY,11223,7185313166,Brooklyn,3.0,315.0,47.0,3194354.0,3071700037.0,BK26,386.0,,-73.9743462810761,40.59019665170848,"(40.590196651708474, -73.9743462810761)",2012,12
1126,1370357-DCA,Business,12/31/2023,Active,09/08/2010,Tobacco Retail Dealer,"SUNSHINE CONVENIENCE, INC.",,2476,86TH ST,,BROOKLYN,NY,11214,718-714-7188,Brooklyn,3.0,311.0,47.0,3185636.0,3068660043.0,BK29,300.0,,-73.98769553890969,40.59821641431628,"(40.598216414316276, -73.98769553890969)",2010,14
1127,1174015-DCA,Business,12/31/2023,Active,07/16/2004,Tobacco Retail Dealer,"NOR-CROSS  SERVICE STATION, INC.",NOR-FRANCIS LEWIS SERVICE STATION,2916,FRANCIS LEWIS BLVD,,FLUSHING,NY,11358,718-939-6555,Queens,4.0,407.0,19.0,4111794.0,4049380001.0,QN48,1139.0,,-73.79303114080656,40.77021614132658,"(40.77021614132658, -73.79303114080656)",2004,20
1128,2033740-1-DCA,Business,12/31/2023,Active,02/26/2016,Tobacco Retail Dealer,LUCKY CORNER FARM & FLORIST INC,Y.B. FARM,1902,AVENUE M,,BROOKLYN,NY,11230,718-845-8755,Brooklyn,3.0,314.0,48.0,3181111.0,3067480001.0,,,,-73.95604063621441,40.61844055256218,"(40.618440552562184, -73.95604063621441)",2016,8
1129,1316711-DCA,Business,12/31/2023,Active,05/04/2009,Tobacco Retail Dealer,MANHATTAN GROCERY CORP.,,150,MANHATTAN AVE,,NEW YORK,NY,10025,2127499416,Manhattan,1.0,107.0,7.0,1055664.0,1018420047.0,MN09,193.0,,-73.9610464377279,40.79922338336412,"(40.79922338336412, -73.9610464377279)",2009,15
1130,2066415-1-DCA,Business,12/31/2023,Active,02/21/2018,Tobacco Retail Dealer,POLO GROUND FOOD CONVENIENCE CORP,,301,W 155TH ST,,NEW YORK,NY,10039,917-459-4882,Manhattan,1.0,110.0,9.0,,,MN03,24302.0,,-73.93746910536768,40.82925672426007,"(40.82925672426007, -73.93746910536768)",2018,6
1131,1302173-DCA,Business,12/31/2023,Active,10/15/2008,Tobacco Retail Dealer,ALTOHAMI CORPORATION,4 SEASON DELI & GROCERY,911,CONEY ISLAND AVE,,BROOKLYN,NY,11230,718-675-8081,Brooklyn,3.0,314.0,40.0,3120080.0,3051970001.0,BK42,526.0,,-73.96754472635118,40.63499271549051,"(40.63499271549051, -73.96754472635118)",2008,16
1132,2095741-1-DCA,Business,12/31/2023,Active,05/18/2020,Tobacco Retail Dealer,HUA LIAN SUPERMARKET INC,,2503,PARSONS BLVD,,FLUSHING,NY,11354,718-321-3388,Queens,4.0,407.0,20.0,4108020.0,4047790009.0,,,,-73.82435894035143,40.77647402209655,"(40.77647402209655, -73.82435894035143)",2020,4
1133,1162225-DCA,Business,12/31/2023,Active,03/18/2004,Tobacco Retail Dealer,"GUYON SUPERETTE, INC.",,99,GUYON AVE,,STATEN ISLAND,NY,10306,917-747-5483,Staten Island,5.0,503.0,50.0,5058301.0,5042650007.0,SI25,13204.0,,-74.12764755048109,40.564769351014434,"(40.564769351014434, -74.12764755048109)",2004,20
1134,1071331-DCA,Business,12/31/2023,Active,01/12/2001,Tobacco Retail Dealer,DOUGLAS & 4TH SERVICE STATION INC.,,164,4TH AVE,,BROOKLYN,NY,11217,718-222-4501,Brooklyn,3.0,306.0,33.0,3006805.0,3004200037.0,BK37,119.0,,-73.98182914480638,40.67922251082968,"(40.67922251082968, -73.98182914480638)",2001,23
1135,1249840-DCA,Business,12/31/2024,Active,03/13/2007,Tobacco Retail Dealer,520 EAST GROCERY CORP.,,520,BROOK AVE,,BRONX,NY,10455,718-401-0058,Bronx,2.0,201.0,8.0,2000118.0,2022750001.0,BX39,43.0,,-73.9152145843081,40.81447043504841,"(40.81447043504841, -73.9152145843081)",2007,17
1136,2013184-1-DCA,Business,12/31/2023,Active,09/10/2014,Tobacco Retail Dealer,"LIN, JIN FENG",LIN'S INTERNATIONAL GROCERY,7718,18TH AVE,,BROOKLYN,NY,11214,718-232-3039,Brooklyn,3.0,311.0,43.0,3161450.0,3062480049.0,BK28,276.0,,-73.99733834280971,40.61206179312072,"(40.612061793120716, -73.99733834280971)",2014,10
1137,1069561-DCA,Business,12/31/2023,Active,12/18/2000,Tobacco Retail Dealer,"PANDYA, DIPAK",,S/W/C,EAST   42 STREET,MADISON AVENUE,NEW YORK,NY,10017,917-903-8091,Manhattan,1.0,105.0,4.0,,,,,,-73.97928616628622,40.752800875109386,"(40.752800875109386, -73.97928616628622)",2000,24
1138,2010639-1-DCA,Business,12/31/2023,Active,07/14/2014,Tobacco Retail Dealer,PREMIUM DELI INC.,,8220,13TH AVE,,BROOKLYN,NY,11228,7188339444,Brooklyn,3.0,310.0,43.0,3164023.0,3063020046.0,BK30,148.0,,-74.01172426189402,40.61618665066446,"(40.61618665066446, -74.01172426189402)",2014,10
1139,1161237-DCA,Business,12/31/2023,Active,03/03/2004,Tobacco Retail Dealer,S & K CONVENIENT MART INC.,,2501,ASTORIA BLVD,,ASTORIA,NY,11102,718-777-1315,Queens,4.0,401.0,22.0,4018510.0,4008610015.0,QN71,69.0,,-73.92262736976214,40.77129828404014,"(40.77129828404014, -73.92262736976214)",2004,20
1140,1419889-DCA,Business,12/31/2023,Active,02/17/2012,Tobacco Retail Dealer,OLD CITY FOOD CORP.,,1606,AVENUE H,,BROOKLYN,NY,11230,718-434-1134,Brooklyn,3.0,314.0,45.0,3179382.0,3067000003.0,BK43,532.0,,-73.96119200487699,40.63006934118602,"(40.63006934118602, -73.96119200487699)",2012,12
1141,2039769-1-DCA,Business,12/31/2023,Active,07/01/2016,Tobacco Retail Dealer,LITTLE TWINS CORP.,,301,E 194TH ST,,BRONX,NY,10458,718-563-7795,Bronx,2.0,207.0,15.0,2016611.0,2032870021.0,BX05,40502.0,,-73.89200144920503,40.864563963151234,"(40.864563963151234, -73.89200144920503)",2016,8
1142,1086629-DCA,Business,12/31/2023,Active,07/05/2001,Tobacco Retail Dealer,"OSCAR L, INC.",,781,9TH AVE,,NEW YORK,NY,10019,212-582-7330,Manhattan,1.0,104.0,3.0,1076208.0,1010620029.0,MN15,133.0,,-73.98797521402822,40.76483506844303,"(40.76483506844303, -73.98797521402822)",2001,23
1143,2039631-1-DCA,Business,12/31/2023,Active,06/28/2016,Tobacco Retail Dealer,"SOTO, PABLO",PABLO DELI & GROCERY,202,STONE AVE,,BROOKLYN,NY,11233,718-342-3480,Brooklyn,3.0,316.0,41.0,3038958.0,3014490060.0,BK79,36502.0,,-73.90833386979475,40.67444171433401,"(40.67444171433401, -73.90833386979475)",2016,8
1144,2045397-1-DCA,Business,12/31/2023,Active,11/09/2016,Tobacco Retail Dealer,1086 LUNA DELI GROCERY CORP,,1086,BOSTON RD,,BRONX,NY,10456,9175693579,Bronx,2.0,203.0,16.0,2004505.0,2026330018.0,BX35,185.0,,-73.90515347810671,40.827044390902046,"(40.827044390902046, -73.90515347810671)",2016,8
1145,2076867-1-DCA,Business,12/31/2023,Active,08/09/2018,Tobacco Retail Dealer,78 BIG SMILE CORP,,150,N 7TH ST,,BROOKLYN,NY,11249,718-218-9451,Brooklyn,3.0,301.0,33.0,3062077.0,3023270017.0,BK73,553.0,,-73.95827279706982,40.71816736856153,"(40.71816736856153, -73.95827279706982)",2018,6
1146,1185421-DCA,Business,12/31/2023,Active,11/26/2004,Tobacco Retail Dealer,605 DELI CORP.,,605,BAY RIDGE AVE,,BROOKLYN,NY,11220,718-748-8624,Brooklyn,3.0,310.0,43.0,3145373.0,3058660001.0,BK31,126.0,,-74.01820128356125,40.63219342682183,"(40.63219342682183, -74.01820128356125)",2004,20
1147,2008638-1827-DCA,Business,12/31/2023,Active,05/24/2014,Tobacco Retail Dealer,"BOWEN & DARREN DELI & GROCERY, CORP.",,5424,7TH AVE,,BROOKLYN,NY,11220,7186866686,Brooklyn,3.0,307.0,38.0,3014759.0,3008250049.0,BK34,100.0,,-74.00843871949101,40.640028180268914,"(40.640028180268914, -74.00843871949101)",2014,10
1148,2080556-1-DCA,Business,12/31/2023,Active,12/10/2018,Tobacco Retail Dealer,DON LUIS VIP CIGARS CORP.,,1851,WESTCHESTER AVE,,BRONX,NY,10472,347-281-9440,Bronx,2.0,209.0,18.0,2027965.0,2038790002.0,BX08,76.0,,-73.8641922975728,40.8325257973044,"(40.8325257973044, -73.8641922975728)",2018,6
1149,2095677-1-DCA,Business,12/31/2023,Active,04/20/2020,Tobacco Retail Dealer,SPEEDY MART GROCERY INC,,7072,KISSENA BLVD,,FLUSHING,NY,11367,718-793-5666,Queens,4.0,408.0,24.0,4144880.0,4066970006.0,,,,-73.81508916344498,40.73015554649587,"(40.73015554649587, -73.81508916344498)",2020,4
1150,1102607-DCA,Business,12/31/2023,Active,01/27/2005,Tobacco Retail Dealer,LAURELLE ONE CORP.,,2477,HYLAN BLVD,,STATEN ISLAND,NY,10306,718-980-0128,Staten Island,5.0,502.0,50.0,5052858.0,5036490001.0,SI45,122.0,,-74.10945288728821,40.57078827954408,"(40.570788279544075, -74.10945288728821)",2005,19
1151,1260721-DCA,Business,12/31/2023,Active,07/05/2007,Tobacco Retail Dealer,"YOUR DISCOUNT STORE, INC.",,876,GERARD AVE,,BRONX,NY,10452,718-681-9105,Bronx,2.0,204.0,8.0,2002919.0,2024760057.0,BX63,195.0,,-73.92473688631684,40.82783284466375,"(40.82783284466375, -73.92473688631684)",2007,17
1152,2046904-1-DCA,Business,12/31/2023,Active,12/29/2016,Tobacco Retail Dealer,K & N DELI GROCERY CORP,,701A,SAINT NICHOLAS AVE,,NEW YORK,NY,10031,646-525-0811,Manhattan,1.0,109.0,9.0,1061349.0,1020600029.0,MN04,231.0,,-73.94466411039045,40.824179932617504,"(40.824179932617504, -73.94466411039045)",2016,8
1153,1252313-DCA,Business,12/31/2023,Active,04/16/2007,Tobacco Retail Dealer,"MCGUINESS & KENT SERVICE STATION, INC.",,256,MCGUINNESS BLVD,,BROOKLYN,NY,11222,718-383-1131,Brooklyn,3.0,301.0,33.0,3064782.0,3025600001.0,BK76,579.0,,-73.95163313607256,40.730837317686486,"(40.730837317686486, -73.95163313607256)",2007,17
1154,1080881-DCA,Business,12/31/2023,Active,04/28/2006,Tobacco Retail Dealer,TULCINGO DELI GROCERY CORP.,,115,WYCKOFF AVE,,BROOKLYN,NY,11237,718-381-0295,Brooklyn,3.0,304.0,37.0,3073664.0,3032380003.0,BK77,445.0,,-73.91944450220097,40.70445312321998,"(40.70445312321998, -73.91944450220097)",2006,18
1155,1243421-DCA,Business,12/31/2023,Active,11/13/2006,Tobacco Retail Dealer,S.J.T. PRINCE LLC,M & O MARKET,124,THOMPSON ST,,NEW YORK,NY,10012,212-477-8222,Manhattan,1.0,102.0,1.0,1008021.0,1005160001.0,MN24,49.0,,-74.00141789538844,40.7263186194455,"(40.7263186194455, -74.00141789538844)",2006,18
1156,1423685-DCA,Business,12/31/2023,Active,04/09/2012,Tobacco Retail Dealer,2037 MEAT & GROCERY INC.,,2037,2ND AVE,,NEW YORK,NY,10029,212-426-7926,Manhattan,1.0,111.0,8.0,1052391.0,1016540027.0,MN33,170.0,,-73.9431110000478,40.78971641683334,"(40.78971641683334, -73.9431110000478)",2012,12
1157,2066501-1-DCA,Business,12/31/2023,Active,02/22/2018,Tobacco Retail Dealer,KINGSBRIDGE 99 CENTS INC.,,56,W KINGSBRIDGE RD,,BRONX,NY,10468,347-301-2419,Bronx,2.0,207.0,14.0,2014680.0,2032150034.0,BX30,265.0,,-73.89967904272356,40.86793589364775,"(40.86793589364775, -73.89967904272356)",2018,6
1158,1240739-DCA,Business,12/31/2023,Active,10/05/2006,Tobacco Retail Dealer,NRT FOOD CORP.,,118,KANE ST,,BROOKLYN,NY,11231,718-237-4070,Brooklyn,3.0,306.0,39.0,3335999.0,3003210033.0,BK33,49.0,,-73.99942668507599,40.68709869546653,"(40.687098695466524, -73.99942668507599)",2006,18
1159,2066556-1-DCA,Business,12/31/2023,Active,02/22/2018,Tobacco Retail Dealer,A & J VAPE AND GIFT SHOP INC,,6631,FRESH POND RD,,RIDGEWOOD,NY,11385,718-238-1020,Queens,4.0,405.0,30.0,4087672.0,4036130005.0,QN20,61301.0,,-73.89775912888099,40.708058995222366,"(40.708058995222366, -73.89775912888099)",2018,6
1160,1324707-DCA,Business,12/31/2023,Active,07/02/2009,Tobacco Retail Dealer,N & I VENTURE CORP.,,6571,BROADWAY,,BRONX,NY,10471,718-549-5949,Bronx,2.0,208.0,11.0,2085331.0,2058721059.0,BX22,343.0,,-73.89656215743337,40.907624065589125,"(40.907624065589125, -73.89656215743337)",2009,15
1161,1132461-DCA,Business,12/31/2023,Active,03/05/2003,Tobacco Retail Dealer,DITMARS CANDY & GROCERY INC.,,2805,DITMARS BLVD,,ASTORIA,NY,11105,718-267-0444,Queens,4.0,401.0,22.0,4017721.0,4008470003.0,QN72,113.0,,-73.91225434005587,40.77723046725751,"(40.77723046725751, -73.91225434005587)",2003,21
1162,1066905-DCA,Business,12/31/2023,Active,11/22/2000,Tobacco Retail Dealer,FOOD AND DELI BY NEIL INC,,31,MARCUS GARVEY BLVD,,BROOKLYN,NY,11206,718-782-1707,Brooklyn,3.0,303.0,36.0,3337952.0,3015790001.0,BK78,28501.0,,-73.94116552389484,40.69865560462778,"(40.69865560462778, -73.94116552389484)",2000,24
1163,2047610-1-DCA,Business,12/31/2023,Active,01/24/2017,Tobacco Retail Dealer,"SHRADDHA 64, INC",,838,LEXINGTON AVE,,NEW YORK,NY,10065,212-888-1064,Manhattan,1.0,108.0,4.0,1042117.0,1013980060.0,MN40,120.0,,-73.96604812817834,40.7651710412485,"(40.7651710412485, -73.96604812817834)",2017,7
1164,2066829-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,RIDGEWOOD SMOKE SHOP & VAPORIZER INC,,816,SENECA AVE,,RIDGEWOOD,NY,11385,718-386-4455,Queens,4.0,405.0,34.0,4082743.0,4034610037.0,QN20,551.0,,-73.90519529437161,40.70132421380953,"(40.70132421380953, -73.90519529437161)",2018,6
1165,2066783-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,674 NEIGHBORHOOD GROCERY CORP,,674,E 136TH ST,,BRONX,NY,10454,646-392-6978,Bronx,2.0,201.0,8.0,2003766.0,2025640005.0,BX39,2701.0,,-73.91515911754637,40.80413650785462,"(40.80413650785462, -73.91515911754637)",2018,6
1166,1447863-DCA,Business,12/31/2023,Active,10/15/2012,Tobacco Retail Dealer,PARK SERVICE STATION INC.,,4904,COLLEGE POINT BLVD,,FLUSHING,NY,11355,718-939-4694,Queens,4.0,407.0,20.0,4115042.0,4050760001.0,QN22,849.0,,-73.83238490001462,40.752249860738,"(40.752249860738004, -73.83238490001462)",2012,12
1167,2017009-1-DCA,Business,12/31/2023,Active,01/05/2015,Tobacco Retail Dealer,EAST HARLEM GROCERY CORP,,85,E 110TH ST,,NEW YORK,NY,10029,212-722-7678,Manhattan,1.0,111.0,8.0,1051617.0,1016160035.0,MN33,17402.0,,-73.9467246909366,40.79577027484138,"(40.79577027484138, -73.9467246909366)",2015,9
1168,1050887-DCA,Business,12/31/2023,Active,12/30/2003,Tobacco Retail Dealer,"NAMDOR, INC.",GRISTEDE'S STORE,25,WATERSIDE PLZ,,NEW YORK,NY,10010,212-229-3896,Manhattan,1.0,106.0,4.0,1083708.0,1009910060.0,MN20,62.0,,-73.97410199091152,40.73733316151462,"(40.73733316151462, -73.97410199091152)",2003,21
1169,1249403-DCA,Business,12/31/2023,Active,03/06/2007,Tobacco Retail Dealer,SMITH + 9TH STREET DELI GROCERY INC.,,3,9TH ST,,BROOKLYN,NY,11231,646-515-5573,Brooklyn,3.0,306.0,39.0,3336363.0,3004770048.0,BK33,77.0,,-73.99754133538715,40.674629167299,"(40.674629167298995, -73.99754133538715)",2007,17
